module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings	pathwise_copy_number	stepwise_copy_number	per_step_copy_numbers
M00840	bin1004270	Rothia_sp902373285_i6P17Tooth	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K14652 K22100 -- K01633 K13941 K22099 K00287"	0.2857142857142857	False	0.2857142857142857	False	NA	No enzymes unique to module	NA	K00287,K01633	9,1609	'--' steps are assumed incomplete,K01633 is present in multiple modules: M00126/M00840,K00287 is present in multiple modules: M00126/M00840	0	0	0,0,0,1,0,0,1
M00841	bin1004270	Rothia_sp902373285_i6P17Tooth	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K22101 K13941 K11754 K13998"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K01495,K11754	1606,648	K11754 is present in multiple modules: M00126/M00841,K01495 is present in multiple modules: M00126/M00841/M00842/M00843	0	0	1,0,0,1,0
M00842	bin1004270	Rothia_sp902373285_i6P17Tooth	Tetrahydrobiopterin biosynthesis, GTP => BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K01737 K00072"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01495	1606	K01495 is present in multiple modules: M00126/M00841/M00842/M00843	0	0	1,0,0
M00843	bin1004270	Rothia_sp902373285_i6P17Tooth	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K01737 K17745"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01495	1606	K01495 is present in multiple modules: M00126/M00841/M00842/M00843	0	0	1,0,0
M00880	bin1004270	Rothia_sp902373285_i6P17Tooth	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"((K03639 K03637),K20967) (K03635,K21142) (((K03831,K03638) K03750),K15376)"	0.6666666666666666	False	0.8	True	1.0	K03635,K03637,K03639,K03750	1,1,1,2	K03635,K03637,K03639,K03750,K03750	40,38,34,37,31	None	1	0	1,1,0
M00140	bin1004270	Rothia_sp902373285_i6P17Tooth	C1-unit interconversion, prokaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00600 (K01491,(K00300 K01500)) K01938"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00600,K01491,K01938	297,298,623	K01938 is present in multiple modules: M00377/M00140/M00618,K01491 is present in multiple modules: M00377/M00140/M00618,K00600 is present in multiple modules: M00532/M00346/M00140/M00141	1	1	1,1,1
M00141	bin1004270	Rothia_sp902373285_i6P17Tooth	C1-unit interconversion, eukaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00600 (K00288,(K13403 K13402))"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00600	297	K00600 is present in multiple modules: M00532/M00346/M00140/M00141	0	0	1,0
M00846	bin1004270	Rothia_sp902373285_i6P17Tooth	Siroheme biosynthesis, glutamyl-tRNA => siroheme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02492 K01845 K01698 K01749 (K01719,K13542,K13543) (K02302,(K00589,K02303,K02496,K13542,K13543)+(K02304,(K24866+K03794)))"	0.8333333333333334	True	0.9166666666666666	True	NA	No enzymes unique to module	NA	K01698,K01719,K01749,K01845,K02303,K02492	1525,1526,1527,1523,653,1532	K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01845 is present in multiple modules: M00846/M00121/M00926,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K02303 is present in multiple modules: M00846/M00924/M00925,K02492 is present in multiple modules: M00846/M00121/M00926	1	0	1,1,1,1,1,0
M00868	bin1004270	Rothia_sp902373285_i6P17Tooth	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00643 K01698 K01749 K01719 K01599 K00228 K00231 K01772"	0.75	True	0.75	True	NA	No enzymes unique to module	NA	K00231,K01599,K01698,K01719,K01749,K01772	1530,1531,1525,1526,1527,1528	K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01599 is present in multiple modules: M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01772 is present in multiple modules: M00868/M00121/M00926,K00231 is present in multiple modules: M00868/M00121/M00926	1	0	0,1,1,1,1,0,1,1
M00121	bin1004270	Rothia_sp902373285_i6P17Tooth	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01885 K02492 K01845 K01698 K01749 (K01719,K13542,K13543) K01599 (K00228,K02495) (K00230,K00231,K08973) K01772"	1.0	True	1.0	True	1.0	K00230,K01885,K02495	1,1,1	K00230,K00231,K01599,K01698,K01719,K01749,K01772,K01845,K01885,K02492,K02495	925,1530,1531,1525,1526,1527,1528,1523,1250,1532,461	K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01845 is present in multiple modules: M00846/M00121/M00926,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01599 is present in multiple modules: M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01772 is present in multiple modules: M00868/M00121/M00926,K02492 is present in multiple modules: M00846/M00121/M00926,K00231 is present in multiple modules: M00868/M00121/M00926	1	1	1,1,1,1,1,1,1,1,2,1
M00926	bin1004270	Rothia_sp902373285_i6P17Tooth	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02492 K01845 K01698 K01749 (K01719,K13542) K01599 K00231 K01772 K00435"	1.0	True	1.0	True	1.0	K00435	1	K00231,K00435,K01599,K01698,K01719,K01749,K01772,K01845,K02492	1530,1529,1531,1525,1526,1527,1528,1523,1532	K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01845 is present in multiple modules: M00846/M00121/M00926,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01599 is present in multiple modules: M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01772 is present in multiple modules: M00868/M00121/M00926,K02492 is present in multiple modules: M00846/M00121/M00926,K00231 is present in multiple modules: M00868/M00121/M00926	1	1	1,1,1,1,1,1,1,1,1
M00924	bin1004270	Rothia_sp902373285_i6P17Tooth	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02302,(K02303,K13542) (K02304,K24866)) (K02190,K03795,K22011) K03394 (K05934,K13541,K21479) K05936 (K02189,K13541) K02188 K05895 (K02191 K03399,K00595) K06042 K02224"	0.0	False	0.08333333333333333	False	NA	No enzymes unique to module	NA	K02303	653	K02303 is present in multiple modules: M00846/M00924/M00925	0	0	0,0,0,0,0,0,0,0,0,0,0
M00925	bin1004270	Rothia_sp902373285_i6P17Tooth	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02303,K13542) (K03394,K13540) K02229 (K05934,K13540,K13541) K05936 K02228 K05895 K00595 K06042 K02224 K02230+K09882+K09883"	0.09090909090909091	False	0.09090909090909091	False	NA	No enzymes unique to module	NA	K02303	653	K02303 is present in multiple modules: M00846/M00924/M00925	0	0	1,0,0,0,0,0,0,0,0,0,0
M00117	bin1004270	Rothia_sp902373285_i6P17Tooth	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K03181,K18240) K03179 (K03182+K03186) K18800 K00568 K03185 K03183 (K03184,K06134) K00568"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K03183	817	K03183 is present in multiple modules: M00117/M00116	0	0	0,0,0,0,0,0,1,0,0
M00116	bin1004270	Rothia_sp902373285_i6P17Tooth	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02552 K02551 K08680 K02549 K01911 K01661 K19222 K02548 K03183"	0.7777777777777778	True	0.7777777777777778	True	1.0	K02548	1	K01661,K01911,K02548,K02549,K02551,K03183,K19222	805,804,803,811,810,817,610	K03183 is present in multiple modules: M00117/M00116,K01661 is present in multiple modules: M00116/M00932,K02551 is present in multiple modules: M00116/M00932,K01911 is present in multiple modules: M00116/M00932,K02549 is present in multiple modules: M00116/M00932,K19222 is present in multiple modules: M00116/M00932	1	0	0,1,0,1,1,1,1,1,1
M00932	bin1004270	Rothia_sp902373285_i6P17Tooth	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02552 K02551 K08680 K02549,K14759) (K01911,K14760) K01661 (K19222,K12073) K23094 K17872 K23095"	0.42857142857142855	False	0.5	False	NA	No enzymes unique to module	NA	K01661,K01911,K02549,K02551,K19222	805,804,811,810,610	K01661 is present in multiple modules: M00116/M00932,K02551 is present in multiple modules: M00116/M00932,K01911 is present in multiple modules: M00116/M00932,K02549 is present in multiple modules: M00116/M00932,K19222 is present in multiple modules: M00116/M00932	0	0	1,1,1,1,0,0,0
M00096	bin1004270	Rothia_sp902373285_i6P17Tooth	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K01662 K00099 (K00991,K12506) K00919 (K01770,K12506) K03526 K03527 K01823"	0.875	True	0.875	True	1.0	K00099,K00919,K00991,K01662,K01770,K03526,K03527	1,1,1,1,1,1,1	K00099,K00919,K00991,K01662,K01770,K03526,K03527	1566,349,1078,1729,1079,1755,1592	None	1	0	1,1,1,1,1,1,1,0
M00364	bin1004270	Rothia_sp902373285_i6P17Tooth	C10-C20 isoprenoid biosynthesis, bacteria	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K01823 (K00795,K13789,K13787)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K13787	705	K13787 is present in multiple modules: M00364/M00365/M00921	0	0	0,1
M00365	bin1004270	Rothia_sp902373285_i6P17Tooth	C10-C20 isoprenoid biosynthesis, archaea	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K01823 K13787"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K13787	705	K13787 is present in multiple modules: M00364/M00365/M00921	0	0	0,1
M00778	bin1004270	Rothia_sp902373285_i6P17Tooth	Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide	Pathway modules	Biosynthesis of terpenoids and polyketides	Type II polyketide biosynthesis	"K05551+K05552+K05553 -K12420 ((K05554,K14249,K15884,K15885) (K05555,K14250),K15886)"	0.0	False	0.3333333333333333	False	1.0	K05555	1	K05555	808	No KOfam profile for K14249,No KOfam profile for K15886	0	0	0,None,0
M00780	bin1004270	Rothia_sp902373285_i6P17Tooth	Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline	Pathway modules	Biosynthesis of terpenoids and polyketides	Type II polyketide biosynthesis	"K14251 K14252 K14253 K14254 K14255 K14256 K21301"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K14254	1130	K14254 is present in multiple modules: M00780/M00823	0	0	0,0,0,1,0,0,0
M00823	bin1004270	Rothia_sp902373285_i6P17Tooth	Chlortetracycline biosynthesis, pretetramide => chlortetracycline	Pathway modules	Biosynthesis of terpenoids and polyketides	Type II polyketide biosynthesis	"K14251 K14252 K14253 K14254 K14255 K14256 K21301 K14257+K21297"	0.125	False	0.125	False	NA	No enzymes unique to module	NA	K14254	1130	K14254 is present in multiple modules: M00780/M00823	0	0	0,0,0,1,0,0,0,0
M00793	bin1004270	Rothia_sp902373285_i6P17Tooth	dTDP-L-rhamnose biosynthesis	Pathway modules	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	"K00973 K01710 (K01790 K00067,K23987)"	1.0	True	1.0	True	1.0	K00067,K00973,K01710,K23987	1,1,1,1	K00067,K00973,K01710,K23987	378,376,377,378	None	1	1	1,1,2
M00953	bin1004270	Rothia_sp902373285_i6P17Tooth	Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of phytochemical compounds	"K00789 K05953 K14271 K22374 K18054"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00789	585	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953	0	0	1,0,0,0,0
M00848	bin1004270	Rothia_sp902373285_i6P17Tooth	Aurachin biosynthesis, anthranilate => aurachin A	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	"K09460 K02078+K14245+K14246+K22798 K22799 K22800 K21272 K21271 K22801 K22802"	0.0	False	0.03125	False	1.0	K02078	1	K02078	770	No KOfam profile for K09460,No KOfam profile for K22800,No KOfam profile for K22799,No KOfam profile for K22802,No KOfam profile for K14246,No KOfam profile for K21271,No KOfam profile for K22801,No KOfam profile for K22798,No KOfam profile for K21272,No KOfam profile for K14245	0	0	0,0,0,0,0,0,0,0
M00921	bin1004270	Rothia_sp902373285_i6P17Tooth	Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	"K13787 K18686 K22997 K22998"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K13787	705	K13787 is present in multiple modules: M00364/M00365/M00921	0	0	1,0,0,0
M00651	bin1004270	Rothia_sp902373285_i6P17Tooth	Vancomycin resistance, D-Ala-D-Lac type	Signature modules	Gene set	Drug resistance	"(K18345 K18344 K07260 K18346),(K18351 K18352 K18354 K18353) (K18347 K15739 K08641)"	0.0	False	0.14285714285714285	False	1.0	K07260	1	K07260	96	None	0	0	0,0
M00714	bin1004270	Rothia_sp902373285_i6P17Tooth	Multidrug resistance, efflux pump QacA	Signature modules	Gene set	Drug resistance	"K18938 K08167"	0.5	False	0.5	False	1.0	K08167	1	K08167	895	None	0	0	0,1
M00705	bin1004270	Rothia_sp902373285_i6P17Tooth	Multidrug resistance, efflux pump MepA	Signature modules	Gene set	Drug resistance	"K18909 K18908"	0.5	False	0.5	False	1.0	K18908	1	K18908	1781	None	0	0	0,1
M00611	bin1004270	Rothia_sp902373285_i6P17Tooth	Oxygenic photosynthesis in plants and cyanobacteria	Signature modules	Module set	Metabolic capacity	"(M00161,M00163) M00165"	0.0	False	0.36363636363636365	False	NA	No enzymes unique to module	NA	K00134,K00134,K00615,K00927,K01624,K01808,K02446	576,1158,1402,575,1689,1776,333	K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K01808 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K02446 is present in multiple modules: M00003/M00165/M00167/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612	NA	0	0,0
M00612	bin1004270	Rothia_sp902373285_i6P17Tooth	Anoxygenic photosynthesis in purple bacteria	Signature modules	Module set	Metabolic capacity	"M00597 M00165"	0.0	False	0.36363636363636365	False	NA	No enzymes unique to module	NA	K00134,K00134,K00615,K00927,K01624,K01808,K02446	576,1158,1402,575,1689,1776,333	K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K01808 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K02446 is present in multiple modules: M00003/M00165/M00167/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612	NA	0	0,0
M00613	bin1004270	Rothia_sp902373285_i6P17Tooth	Anoxygenic photosynthesis in green nonsulfur bacteria	Signature modules	Module set	Metabolic capacity	"M00597 M00376"	0.0	False	0.07692307692307693	False	NA	No enzymes unique to module	NA	K00239,K00240,K00241,K00242,K01679,K01966	307,308,305,306,330,1639	K00240 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K01679 is present in multiple modules: M00009/M00011/M00173/M00376/M00613/M00614,K00242 is present in multiple modules: M00009/M00011/M00173/M00149/M00613/M00614,K00241 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K01966 is present in multiple modules: M00373/M00741/M00613,K00239 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614	NA	0	0,0
M00614	bin1004270	Rothia_sp902373285_i6P17Tooth	Anoxygenic photosynthesis in green sulfur bacteria	Signature modules	Module set	Metabolic capacity	"M00598 M00173"	0.0	False	0.15	False	NA	No enzymes unique to module	NA	K00239,K00240,K00241,K00242,K01679,K01902,K01903	307,308,305,306,330,229,228	K00240 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K01679 is present in multiple modules: M00009/M00011/M00173/M00376/M00613/M00614,K01903 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614,K01902 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614,K00242 is present in multiple modules: M00009/M00011/M00173/M00149/M00613/M00614,K00241 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K00239 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614	NA	0	0,0
M00617	bin1004270	Rothia_sp902373285_i6P17Tooth	Methanogen	Signature modules	Module set	Metabolic capacity	"M00567,M00357,M00356,M00563"	0.0	False	0.2	False	NA	No enzymes unique to module	NA	K00925,K01895,K13788	1272,716,1259	K01895 is present in multiple modules: M00357/M00617,K00925 is present in multiple modules: M00579/M00357/M00617/M00618,K13788 is present in multiple modules: M00579/M00617/M00618	NA	0	0
M00618	bin1004270	Rothia_sp902373285_i6P17Tooth	Acetogen	Signature modules	Module set	Metabolic capacity	"M00377 M00579"	0.5	False	0.7142857142857143	False	NA	No enzymes unique to module	NA	K00297,K00925,K01491,K01938,K13788	857,1272,298,623,1259	K01938 is present in multiple modules: M00377/M00140/M00618,K01491 is present in multiple modules: M00377/M00140/M00618,K00925 is present in multiple modules: M00579/M00357/M00617/M00618,K13788 is present in multiple modules: M00579/M00617/M00618,K00297 is present in multiple modules: M00377/M00618	NA	0	0,1
M00615	bin1004270	Rothia_sp902373285_i6P17Tooth	Nitrate assimilation	Signature modules	Module set	Metabolic capacity	"(K02575,K15576+K15577+K15578-K15579) M00531"	0.5	False	0.5	False	1.0	K02575	1	K02575	46	None	NA	0	1,0
M00001	bin1005371	Rothia_sp902373285_i6P19Tooth	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K00844,K12407,K00845,K25026,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00134,K00134,K00873,K00886,K00927,K01624,K01689,K01803,K01810,K01834,K21071	635,80,1534,417,636,99,1599,641,1208,1023,835	K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K00873 is present in multiple modules: M00001/M00002,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K21071 is present in multiple modules: M00001/M00345,K00886 is present in multiple modules: M00001/M00549,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K01810 is present in multiple modules: M00001/M00004/M00892/M00909,K01803 is present in multiple modules: M00001/M00002/M00003,K01834 is present in multiple modules: M00001/M00002/M00003,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612	1	1	1,1,1,1,1,1,1,1,1
M00002	bin1005371	Rothia_sp902373285_i6P19Tooth	Glycolysis, core module involving three-carbon compounds	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00134,K00134,K00873,K00927,K01689,K01803,K01834	635,80,1534,636,1599,641,1023	K00873 is present in multiple modules: M00001/M00002,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K01803 is present in multiple modules: M00001/M00002/M00003,K01834 is present in multiple modules: M00001/M00002/M00003,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612	1	1	1,1,1,1,1
M00003	bin1005371	Rothia_sp902373285_i6P19Tooth	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K01596,K01610) K01689 (K01834,K15633,K15634,K15635) K00927 (K00134,K00150) K01803 ((K01623,K01624,K11645) (K03841,K02446,K11532,K01086,K04041),K01622)"	1.0	True	1.0	True	1.0	K01596	1	K00134,K00134,K00927,K01596,K01624,K01689,K01803,K01834,K02446	635,80,636,1012,99,1599,641,1023,241	K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K02446 is present in multiple modules: M00003/M00165/M00167/M00611/M00612,K01803 is present in multiple modules: M00001/M00002/M00003,K01834 is present in multiple modules: M00001/M00002/M00003,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612	1	1	1,1,1,1,2,1,1
M00307	bin1005371	Rothia_sp902373285_i6P19Tooth	Pyruvate oxidation, pyruvate => acetyl-CoA	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737"	1.0	True	1.0	True	1.0	K00163,K00627	1,1	K00163,K00382,K00627	1092,501,502	K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032	1	1	1
M00009	bin1005371	Rothia_sp902373285_i6P19Tooth	Citrate cycle (TCA cycle, Krebs cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K01647,K05942) (K01681,K01682) (K00031,K00030) ((K00164+K00658,K01616)+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+(K00237,K25801),K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)"	0.625	False	0.625	False	NA	No enzymes unique to module	NA	K00116,K00239,K00240,K00241,K00242,K00382,K01616,K01679,K01902,K01903	487,1620,1621,1618,1619,501,519,238,1278,1277	K00240 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K01679 is present in multiple modules: M00009/M00011/M00173/M00376/M00613/M00614,K01903 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614,K00116 is present in multiple modules: M00009/M00011,K01902 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614,K00242 is present in multiple modules: M00009/M00011/M00173/M00149/M00613/M00614,K01616 is present in multiple modules: M00009/M00011,K00241 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032,K00239 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614	0	0	0,0,0,1,1,1,1,1
M00011	bin1005371	Rothia_sp902373285_i6P19Tooth	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"((K00164+K00658,K01616)+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+(K00237,K25801),K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00116,K00239,K00240,K00241,K00242,K00382,K01616,K01679,K01902,K01903	487,1620,1621,1618,1619,501,519,238,1278,1277	K00240 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K01679 is present in multiple modules: M00009/M00011/M00173/M00376/M00613/M00614,K01903 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614,K00116 is present in multiple modules: M00009/M00011,K01902 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614,K00242 is present in multiple modules: M00009/M00011/M00173/M00149/M00613/M00614,K01616 is present in multiple modules: M00009/M00011,K00241 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614,K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032,K00239 is present in multiple modules: M00009/M00011/M00173/M00376/M00374/M00149/M00613/M00614	1	1	1,1,1,1,1
M00004	bin1005371	Rothia_sp902373285_i6P19Tooth	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K13937,((K00036,K19243) (K01057,K07404))) K00033 K01783 (K01807,K01808) K00615 ((K00616 (K01810,K06859,K15916)),K13810)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00033,K00036,K00615,K00616,K01057,K01783,K01808,K01810	1093,647,649,648,645,1390,1633,1208	K01808 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K00616 is present in multiple modules: M00004/M00007,K00036 is present in multiple modules: M00004/M00006/M00008,K01810 is present in multiple modules: M00001/M00004/M00892/M00909,K00615 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K00033 is present in multiple modules: M00004/M00006,K01057 is present in multiple modules: M00004/M00006/M00008,K01783 is present in multiple modules: M00004/M00007	1	1	1,1,1,1,1,1
M00006	bin1005371	Rothia_sp902373285_i6P19Tooth	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K13937,((K00036,K19243) (K01057,K07404))) K00033"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00033,K00036,K01057	1093,647,645	K00033 is present in multiple modules: M00004/M00006,K01057 is present in multiple modules: M00004/M00006/M00008,K00036 is present in multiple modules: M00004/M00006/M00008	1	1	1,1
