module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings	pathwise_copy_number	stepwise_copy_number	per_step_copy_numbers
M00025	sample1004801b1	S_lactarius_i6P16Tongue	Tyrosine biosynthesis, chorismate => HPP => tyrosine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)"	0.5	False	0.6666666666666666	False	1.0	K04517	1	K04093,K04517	421,380	K04093 is present in multiple modules: M00024/M00025	0	0	1,0
M00038	sample1004801b1	S_lactarius_i6P16Tongue	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K03392 (K10217,K23234)"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K07130	1911	K07130 is present in multiple modules: M00038/M00912	0	0	0,1,0,0,0,0,0
M00118	sample1004801b1	S_lactarius_i6P16Tongue	Glutathione biosynthesis, glutamate => glutathione	Pathway modules	Amino acid metabolism	Other amino acid metabolism	"(K11204+K11205,K01919) (K21456,K01920)"	0.5	False	0.5	False	1.0	K01919	1	K01919	1095	None	0	0	1,0
M00079	sample1004801b1	S_lactarius_i6P16Tongue	Keratan sulfate degradation	Pathway modules	Glycan metabolism	Glycosaminoglycan metabolism	"-- K01132 K12309 K01137 K12373"	0.2	False	0.2	False	1.0	K12373	1	K12373	1330	'--' steps are assumed incomplete	0	0	0,0,0,0,1
M00127	sample1004801b1	S_lactarius_i6P16Tongue	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03148+K03154 K03151 K03150 K03149 K03147 ((K00941 K00788),K14153,K21219) K00946"	0.2857142857142857	False	0.375	False	NA	No enzymes unique to module	NA	K00788,K00941,K03151	798,799,710	K00941 is present in multiple modules: M00127/M00895/M00896/M00899,K03151 is present in multiple modules: M00127/M00895,K00788 is present in multiple modules: M00127/M00895/M00896/M00899	0	0	0,1,0,0,0,1,0
M00895	sample1004801b1	S_lactarius_i6P16Tongue	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03148+K03154 K03151 K03153 K03149 K10810 K03147 K00941 K00788 K00946"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00788,K00941,K03151	798,799,710	K00941 is present in multiple modules: M00127/M00895/M00896/M00899,K03151 is present in multiple modules: M00127/M00895,K00788 is present in multiple modules: M00127/M00895/M00896/M00899	0	0	0,1,0,0,0,0,1,1,0
M00896	sample1004801b1	S_lactarius_i6P16Tongue	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K22699 K03147 (K00941 (K00788,K21220),K21219) K00946"	0.25	False	0.4	False	NA	No enzymes unique to module	NA	K00788,K00941	798,799	K00941 is present in multiple modules: M00127/M00895/M00896/M00899,K00788 is present in multiple modules: M00127/M00895/M00896/M00899	0	0	0,0,1,0
M00897	sample1004801b1	S_lactarius_i6P16Tongue	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03146 K03147 K14153 K22911 K00949"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00949	1374	K00949 is present in multiple modules: M00897/M00898	0	0	0,0,0,0,1
M00898	sample1004801b1	S_lactarius_i6P16Tongue	Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03146 K18278 K00877 K14154 -- K00949"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K00949	1374	'--' steps are assumed incomplete,K00949 is present in multiple modules: M00897/M00898	0	0	0,0,0,0,0,1
M00899	sample1004801b1	S_lactarius_i6P16Tongue	Thiamine salvage pathway, HMP/HET => TMP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00878 ((K00941 K00788),K14153,K21219)"	1.0	True	1.0	True	1.0	K00878	1	K00788,K00878,K00941	798,797,799	K00941 is present in multiple modules: M00127/M00895/M00896/M00899,K00788 is present in multiple modules: M00127/M00895/M00896/M00899	1	1	1,1
M00125	sample1004801b1	S_lactarius_i6P16Tongue	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064) (K02858,K14652) K00794 K00793 (K20884 K22949,K11753)"	0.2857142857142857	False	0.2857142857142857	False	1.0	K11753,K21064	1,6	K11753,K21064,K21064,K21064,K21064,K21064,K21064	1421,1891,458,1709,1765,1353,1708	None	0	0	0,0,6,0,0,0,1
M00115	sample1004801b1	S_lactarius_i6P16Tongue	NAD biosynthesis, aspartate => quinolinate => NAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00278,K06989) K03517 K00767 (K00969,K06210) (K01916,K01950)"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00969,K01916	145,1178	K01916 is present in multiple modules: M00115/M00912,K00969 is present in multiple modules: M00115/M00912	0	0	0,0,0,1,1
M00912	sample1004801b1	S_lactarius_i6P16Tongue	NAD biosynthesis, tryptophan => quinolinate => NAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)"	0.375	False	0.375	False	NA	No enzymes unique to module	NA	K00969,K01916,K07130	145,1178,1911	K07130 is present in multiple modules: M00038/M00912,K01916 is present in multiple modules: M00115/M00912,K00969 is present in multiple modules: M00115/M00912	0	0	0,1,0,0,0,0,1,1
M00119	sample1004801b1	S_lactarius_i6P16Tongue	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00826 K00606 K00077 K01579 (K01918,K13799)"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00826	641	K00826 is present in multiple modules: M00019/M00570/M00036/M00119	0	0	1,0,0,0,0
M00120	sample1004801b1	S_lactarius_i6P16Tongue	Coenzyme A biosynthesis, pantothenate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00867,K03525,K01947,K09680) ((K01922,K21977) K01598,K13038) (K02318,(K00954,K02201) K00859)"	0.6666666666666666	False	0.8	True	1.0	K00859,K00867,K00954,K21977	1,1,1,1	K00859,K00867,K00954,K21977	1783,749,158,664	None	1	0	1,0,1
M00572	sample1004801b1	S_lactarius_i6P16Tongue	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00059,K02372,K09458	1621,1624,1622	K02372 is present in multiple modules: M00083/M00572,K09458 is present in multiple modules: M00083/M00873/M00874/M00572,K00059 is present in multiple modules: M00083/M00874/M00572	0	0	0,1,1,1,0,0
M00126	sample1004801b1	S_lactarius_i6P16Tongue	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01495,K09007,K22391) (K01077,K01113,(K08310,K19965)) ((K13939,(K13940,K01633 K00950) K00796),(K01633 K13941)) (K11754,K20457) (K00287,K13998)"	0.8	True	0.8571428571428571	True	1.0	K00796,K00950,K13940,K22391	1,1,1,1	K00287,K00796,K00950,K01495,K01633,K11754,K11754,K13940,K22391	484,894,897,896,897,895,604,897,1070	K01495 is present in multiple modules: M00126/M00841/M00842/M00843,K00287 is present in multiple modules: M00126/M00840,K11754 is present in multiple modules: M00126/M00841,K01633 is present in multiple modules: M00126/M00840	1	0	2,0,1,2,1
M00840	sample1004801b1	S_lactarius_i6P16Tongue	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K14652 K22100 -- K01633 K13941 K22099 K00287"	0.2857142857142857	False	0.2857142857142857	False	NA	No enzymes unique to module	NA	K00287,K01633	484,897	'--' steps are assumed incomplete,K00287 is present in multiple modules: M00126/M00840,K01633 is present in multiple modules: M00126/M00840	0	0	0,0,0,1,0,0,1
M00841	sample1004801b1	S_lactarius_i6P16Tongue	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K22101 K13941 K11754 K13998"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K01495,K11754,K11754	896,895,604	K01495 is present in multiple modules: M00126/M00841/M00842/M00843,K11754 is present in multiple modules: M00126/M00841	0	0	1,0,0,2,0
M00842	sample1004801b1	S_lactarius_i6P16Tongue	Tetrahydrobiopterin biosynthesis, GTP => BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K01737 K00072"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01495	896	K01495 is present in multiple modules: M00126/M00841/M00842/M00843	0	0	1,0,0
M00843	sample1004801b1	S_lactarius_i6P16Tongue	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K01737 K17745"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01495	896	K01495 is present in multiple modules: M00126/M00841/M00842/M00843	0	0	1,0,0
M00140	sample1004801b1	S_lactarius_i6P16Tongue	C1-unit interconversion, prokaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00600 (K01491,(K00300 K01500)) K01938"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00600,K01491,K01938	695,193,665	K01938 is present in multiple modules: M00377/M00140/M00618,K00600 is present in multiple modules: M00532/M00346/M00140/M00141,K01491 is present in multiple modules: M00377/M00140/M00618	1	1	1,1,1
M00141	sample1004801b1	S_lactarius_i6P16Tongue	C1-unit interconversion, eukaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00600 (K00288,(K13403 K13402))"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00600	695	K00600 is present in multiple modules: M00532/M00346/M00140/M00141	0	0	1,0
M00868	sample1004801b1	S_lactarius_i6P16Tongue	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00643 K01698 K01749 K01719 K01599 K00228 K00231 K01772"	0.125	False	0.125	False	NA	No enzymes unique to module	NA	K01599,K01599	1695,1697	K01599 is present in multiple modules: M00868/M00121/M00926	0	0	0,0,0,0,2,0,0,0
M00121	sample1004801b1	S_lactarius_i6P16Tongue	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01885 K02492 K01845 K01698 K01749 (K01719,K13542,K13543) K01599 (K00228,K02495) (K00230,K00231,K08973) K01772"	0.3	False	0.3	False	1.0	K01885,K02495	1,1	K01599,K01599,K01885,K02495	1695,1697,1640,724	K01599 is present in multiple modules: M00868/M00121/M00926	0	0	1,0,0,0,0,0,2,1,0,0
M00926	sample1004801b1	S_lactarius_i6P16Tongue	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02492 K01845 K01698 K01749 (K01719,K13542) K01599 K00231 K01772 K00435"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K01599,K01599	1695,1697	K01599 is present in multiple modules: M00868/M00121/M00926	0	0	0,0,0,0,0,2,0,0,0
M00095	sample1004801b1	S_lactarius_i6P16Tongue	C5 isoprenoid biosynthesis, mevalonate pathway	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K00626 K01641 K00021 K00869 (K00938,K13273) K01597 K01823"	0.7142857142857143	False	0.7142857142857143	False	1.0	K00938,K01597	1,1	K00869,K00938,K01597,K01641,K01823	1232,1234,1233,1239,1235	K01823 is present in multiple modules: M00095/M00849/M00096/M00364/M00365/M00366/M00367,K00869 is present in multiple modules: M00095/M00849,K01641 is present in multiple modules: M00088/M00095/M00849	0	0	0,1,0,1,1,1,1
M00849	sample1004801b1	S_lactarius_i6P16Tongue	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K00626 K01641 (K00021,K00054) ((K00869 (K17942,(K25517+K09128 K25518+K03186))),(K18689 K18690 K22813)) K06981 K01823"	0.5	False	0.5714285714285714	False	1.0	K00054	1	K00054,K00869,K01641,K01823	1238,1232,1239,1235	K01823 is present in multiple modules: M00095/M00849/M00096/M00364/M00365/M00366/M00367,K00869 is present in multiple modules: M00095/M00849,K01641 is present in multiple modules: M00088/M00095/M00849	0	0	0,1,1,0,0,1
M00096	sample1004801b1	S_lactarius_i6P16Tongue	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K01662 K00099 (K00991,K12506) K00919 (K01770,K12506) K03526 K03527 K01823"	0.125	False	0.125	False	NA	No enzymes unique to module	NA	K01823	1235	K01823 is present in multiple modules: M00095/M00849/M00096/M00364/M00365/M00366/M00367	0	0	0,0,0,0,0,0,0,1
M00364	sample1004801b1	S_lactarius_i6P16Tongue	C10-C20 isoprenoid biosynthesis, bacteria	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K01823 (K00795,K13789,K13787)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01823	1235	K01823 is present in multiple modules: M00095/M00849/M00096/M00364/M00365/M00366/M00367	0	0	1,0
M00365	sample1004801b1	S_lactarius_i6P16Tongue	C10-C20 isoprenoid biosynthesis, archaea	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K01823 K13787"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01823	1235	K01823 is present in multiple modules: M00095/M00849/M00096/M00364/M00365/M00366/M00367	0	0	1,0
M00366	sample1004801b1	S_lactarius_i6P16Tongue	C10-C20 isoprenoid biosynthesis, plants	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K01823 K14066 K00787 K13789"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01823	1235	K01823 is present in multiple modules: M00095/M00849/M00096/M00364/M00365/M00366/M00367	0	0	1,0,0,0
M00367	sample1004801b1	S_lactarius_i6P16Tongue	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	"K01823 K00787 K00804"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01823	1235	K01823 is present in multiple modules: M00095/M00849/M00096/M00364/M00365/M00366/M00367	0	0	1,0,0
M00793	sample1004801b1	S_lactarius_i6P16Tongue	dTDP-L-rhamnose biosynthesis	Pathway modules	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	"K00973 K01710 (K01790 K00067,K23987)"	1.0	True	1.0	True	1.0	K00067,K00973,K01710,K01790	1,1,1,1	K00067,K00973,K01710,K01790	333,1073,1075,1074	None	1	1	1,1,1
M00039	sample1004801b1	S_lactarius_i6P16Tongue	Monolignol biosynthesis, phenylalanine/tyrosine => monolignol	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of phytochemical compounds	"(K10775,K13064) K00487 K01904 K13065 K09754 K00588 K09753 K09755 K13066 (K00083,K22395)"	0.1	False	0.1	False	1.0	K00588	1	K00588	1470	None	0	0	0,0,0,0,0,1,0,0,0,0
M00953	sample1004801b1	S_lactarius_i6P16Tongue	Mugineic acid biosynthesis, methionine => 3-epihydroxymugineic acid	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of phytochemical compounds	"K00789 K05953 K14271 K22374 K18054"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00789	361	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953	0	0	1,0,0,0,0
M00848	sample1004801b1	S_lactarius_i6P16Tongue	Aurachin biosynthesis, anthranilate => aurachin A	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	"K09460 K02078+K14245+K14246+K22798 K22799 K22800 K21272 K21271 K22801 K22802"	0.0	False	0.03125	False	1.0	K02078	2	K02078,K02078	1618,6	No KOfam profile for K21271,No KOfam profile for K14245,No KOfam profile for K22802,No KOfam profile for K14246,No KOfam profile for K21272,No KOfam profile for K22798,No KOfam profile for K22799,No KOfam profile for K22801,No KOfam profile for K22800,No KOfam profile for K09460	0	0	0,0,0,0,0,0,0,0
M00569	sample1004801b1	S_lactarius_i6P16Tongue	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	Pathway modules	Xenobiotics biodegradation	Aromatics degradation	"(K00446,K07104) ((K10217 K01821 K01617),K10216) (K18364,K02554) (K18365,K01666) (K18366,K04073)"	0.0	False	0.14285714285714285	False	1.0	K01821	1	K01821	688	None	0	0	0,0,0,0,0
M00860	sample1004801b1	S_lactarius_i6P16Tongue	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis	Signature modules	Gene set	Pathogenicity	"K22976 K22977 K22980 K07282 K22116 K01932 K22981"	0.14285714285714285	False	0.14285714285714285	False	1.0	K07282	1	K07282	1350	None	0	0	0,0,0,1,0,0,0
M00627	sample1004801b1	S_lactarius_i6P16Tongue	beta-Lactam resistance, Bla system	Signature modules	Gene set	Drug resistance	"K02172 K02171 (K18766,K17836)"	0.6666666666666666	False	0.6666666666666666	False	1.0	K02171,K17836	1,2	K02171,K17836,K17836	1355,323,1052	None	0	0	0,1,2
M00651	sample1004801b1	S_lactarius_i6P16Tongue	Vancomycin resistance, D-Ala-D-Lac type	Signature modules	Gene set	Drug resistance	"(K18345 K18344 K07260 K18346),(K18351 K18352 K18354 K18353) (K18347 K15739 K08641)"	0.0	False	0.14285714285714285	False	1.0	K07260	2	K07260,K07260	746,1740	None	0	0	0,0
M00725	sample1004801b1	S_lactarius_i6P16Tongue	Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon	Signature modules	Gene set	Drug resistance	"K19077 K19078 K03367+K03739+K14188+K03740"	0.3333333333333333	False	0.3333333333333333	False	1.0	K03367,K03739,K03740,K14188	1,1,1,1	K03367,K03739,K03740,K14188	269,268,266,267	None	0	0	0,0,1
M00705	sample1004801b1	S_lactarius_i6P16Tongue	Multidrug resistance, efflux pump MepA	Signature modules	Gene set	Drug resistance	"K18909 K18908"	0.5	False	0.5	False	1.0	K18909	1	K18909	1726	None	0	0	1,0
M00611	sample1004801b1	S_lactarius_i6P16Tongue	Oxygenic photosynthesis in plants and cyanobacteria	Signature modules	Module set	Metabolic capacity	"(M00161,M00163) M00165"	0.0	False	0.18181818181818182	False	NA	No enzymes unique to module	NA	K00134,K01624,K01807	1898,1831,609	K01807 is present in multiple modules: M00004/M00007/M00580/M00165/M00167/M00611/M00612,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612	NA	0	0,0
M00612	sample1004801b1	S_lactarius_i6P16Tongue	Anoxygenic photosynthesis in purple bacteria	Signature modules	Module set	Metabolic capacity	"M00597 M00165"	0.0	False	0.18181818181818182	False	NA	No enzymes unique to module	NA	K00134,K01624,K01807	1898,1831,609	K01807 is present in multiple modules: M00004/M00007/M00580/M00165/M00167/M00611/M00612,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612	NA	0	0,0
M00613	sample1004801b1	S_lactarius_i6P16Tongue	Anoxygenic photosynthesis in green nonsulfur bacteria	Signature modules	Module set	Metabolic capacity	"M00597 M00376"	0.0	False	0.038461538461538464	False	NA	No enzymes unique to module	NA	K01961,K01962,K01963,K02160	1625,1627,1626,1623	K02160 is present in multiple modules: M00376/M00082/M00613,K01963 is present in multiple modules: M00376/M00082/M00613,K01961 is present in multiple modules: M00376/M00082/M00613,K01962 is present in multiple modules: M00376/M00082/M00613	NA	0	0,0
M00614	sample1004801b1	S_lactarius_i6P16Tongue	Anoxygenic photosynthesis in green sulfur bacteria	Signature modules	Module set	Metabolic capacity	"M00598 M00173"	0.0	False	0.045454545454545456	False	NA	No enzymes unique to module	NA	K01595	1776	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614	NA	0	0,0
M00617	sample1004801b1	S_lactarius_i6P16Tongue	Methanogen	Signature modules	Module set	Metabolic capacity	"M00567,M00357,M00356,M00563"	0.0	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00625,K00925	658,893	K00625 is present in multiple modules: M00579/M00357/M00617/M00618,K00925 is present in multiple modules: M00579/M00357/M00617/M00618	NA	0	0
M00618	sample1004801b1	S_lactarius_i6P16Tongue	Acetogen	Signature modules	Module set	Metabolic capacity	"M00377 M00579"	0.5	False	0.7142857142857143	False	NA	No enzymes unique to module	NA	K00297,K00625,K00925,K01491,K01938	837,658,893,193,665	K00625 is present in multiple modules: M00579/M00357/M00617/M00618,K00297 is present in multiple modules: M00377/M00618,K00925 is present in multiple modules: M00579/M00357/M00617/M00618,K01491 is present in multiple modules: M00377/M00140/M00618,K01938 is present in multiple modules: M00377/M00140/M00618	NA	0	0,1
M00001	sample1003922b1	S_salivarius_i1P24Tongue	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K00844,K12407,K00845,K25026,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)"	0.8888888888888888	True	0.9	True	NA	No enzymes unique to module	NA	K00134,K00873,K00927,K01624,K01689,K01689,K01803,K01810,K01834,K25026	1749,2016,1748,571,147,506,1261,41,1076,1290	K01834 is present in multiple modules: M00001/M00002/M00003,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K01810 is present in multiple modules: M00001/M00004/M00892/M00909,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K25026 is present in multiple modules: M00001/M00549/M00909,K00873 is present in multiple modules: M00001/M00002,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K01803 is present in multiple modules: M00001/M00002/M00003	1	0	1,1,0,1,1,1,1,2,1
M00002	sample1003922b1	S_salivarius_i1P24Tongue	Glycolysis, core module involving three-carbon compounds	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00134,K00873,K00927,K01689,K01689,K01803,K01834	1749,2016,1748,147,506,1261,1076	K01834 is present in multiple modules: M00001/M00002/M00003,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00873 is present in multiple modules: M00001/M00002,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K01803 is present in multiple modules: M00001/M00002/M00003	1	1	1,1,1,2,1
M00003	sample1003922b1	S_salivarius_i1P24Tongue	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K01596,K01610) K01689 (K01834,K15633,K15634,K15635) K00927 (K00134,K00150) K01803 ((K01623,K01624,K11645) (K03841,K02446,K11532,K01086,K04041),K01622)"	0.7142857142857143	False	0.75	True	NA	No enzymes unique to module	NA	K00134,K00927,K01624,K01689,K01689,K01803,K01834	1749,1748,571,147,506,1261,1076	K01834 is present in multiple modules: M00001/M00002/M00003,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K01803 is present in multiple modules: M00001/M00002/M00003	1	0	0,2,1,1,1,1,0
M00307	sample1003922b1	S_salivarius_i1P24Tongue	Pyruvate oxidation, pyruvate => acetyl-CoA	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737"	0.0	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00382,K00382	1819,979	K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032	0	0	0
M00009	sample1003922b1	S_salivarius_i1P24Tongue	Citrate cycle (TCA cycle, Krebs cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K01647,K05942) (K01681,K01682) (K00031,K00030) ((K00164+K00658,K01616)+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+(K00237,K25801),K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)"	0.375	False	0.4375	False	NA	No enzymes unique to module	NA	K00031,K00382,K00382,K01647,K01681	2055,1819,979,2054,2053	K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614,K01647 is present in multiple modules: M00009/M00010/M00012/M00740,K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032,K01681 is present in multiple modules: M00009/M00010/M00012/M00740/M00173/M00614	0	0	1,1,1,0,0,0,0,0
M00010	sample1003922b1	S_salivarius_i1P24Tongue	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K01647,K05942) (K01681,K01682) (K00031,K00030)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00031,K01647,K01681	2055,2054,2053	K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614,K01647 is present in multiple modules: M00009/M00010/M00012/M00740,K01681 is present in multiple modules: M00009/M00010/M00012/M00740/M00173/M00614	1	1	1,1,1
