Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/411/415/GCF_000411415.1_genomic.fna.gz	2.7754	3.2090	98.12	16.345	NA-NA	HIGH	NA-NA	12	11.743	5753/10350	98.12	0	NZ_KE150450.1 Actinomyces sp. HPA0247 acAqT-supercont1.1, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/722/765/GCF_000722765.2_genomic.fna.gz	2.2226	2.0535	98.21	13.090	NA-NA	HIGH	NA-NA	9	9.404	4653/8136	98.21	0	NZ_CP028415.1 Streptococcus mitis strain SK637 chromosome, complete genome
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/187/585/GCF_000187585.1_genomic.fna.gz	15.3621	11.9847	97.85	90.472	NA-NA	HIGH	NA-NA	65	78.651	3569/6993	97.85	154	NZ_GL732463.1 Streptococcus peroris ATCC 700780 SCAFFOLD1, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/001/061/665/GCF_001061665.1_genomic.fna.gz	13.4714	14.3346	96.86	79.337	NA-NA	HIGH	NA-NA	57	59.289	3589/9638	96.86	5	NZ_JVSP01000001.1 Rothia mucilaginosa strain 141_RMUC, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/003/943/935/GCF_003943935.1_genomic.fna.gz	1.6625	1.5789	96.86	9.791	NA-NA	HIGH	NA-NA	6	7.034	3179/8544	96.86	1331	NZ_RJOB01000001.1 Streptococcus mitis strain BCC45 D8842_contig001, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCA/000/430/305/GCA_000430305.1_genomic.fna.gz	1.6247	1.4479	95.30	9.569	NA-NA	HIGH	NA-NA	6	6.875	1817/8074	95.30	2418	ASZZ01000001.1 Streptococcus mitis 17/34 contig00001, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCA/022/737/715/GCA_022737715.1_genomic.fna.gz	1.5879	1.3539	95.15	9.352	NA-NA	HIGH	NA-NA	6	6.719	1660/7763	95.15	1472	JAIITD010000147.1 MAG: Veillonella sp. isolate Map_179_004 contig_100_1000, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/002/959/915/GCF_002959915.1_genomic.fna.gz	1.5719	1.5236	98.23	9.258	NA-NA	HIGH	NA-NA	5	6.651	4964/8644	98.23	2	NZ_PPDE01000010.1 Veillonella atypica KON strain ATCC 17744 Contig_10_len_79726, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/144/405/GCF_000144405.1_genomic.fna.gz	1.4361	2.1646	96.63	8.458	NA-NA	HIGH	NA-NA	6	6.076	4655/13473	96.63	665	NC_014370.1 Prevotella melaninogenica ATCC 25845 chromosome I, complete sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCA/900/552/715/GCA_900552715.1_genomic.fna.gz	1.3065	1.1652	97.57	7.694	NA-NA	HIGH	NA-NA	5	5.528	3764/8064	97.57	312	USAV01000001.1 uncultured Veillonella sp. isolate UMGS1539 genome assembly, contig: NODE_104_length_58293_cov_31.256768, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/002/959/755/GCF_002959755.1_genomic.fna.gz	1.2852	1.2553	95.16	7.569	NA-NA	HIGH	NA-NA	5	5.438	1895/8829	95.16	2358	NZ_PPCW01000001.1 Veillonella sp. T11011-6 Contig_1_len_855900, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/165/735/GCF_000165735.1_genomic.fna.gz	0.6305	0.5295	97.92	3.713	97.86-98.13	2.668	1.96-2.86	2	2.710	3724/7641	97.71	5	NZ_GL538175.1 Megasphaera micronuciformis F0359 Scfld5, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/260/655/GCF_000260655.1_genomic.fna.gz	0.3923	0.4925	99.52	2.311	99.44-99.57	1.660	1.59-1.75	2	2.270	7812/11103	98.87	0	NZ_AJMT01000001.1 Neisseria sicca VK64 ctg120005024847, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCA/015/259/025/GCA_015259025.1_genomic.fna.gz	0.3670	0.2065	95.71	2.161	95.48-95.90	1.553	1.36-1.81	2	2.081	1046/5120	95.01	11	JABZHE010000100.1 MAG: Atopobium sp. isolate JCVI_19_bin.8 NODE_100_length_4225_cov_2.803279, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/308/055/GCF_000308055.1_genomic.fna.gz	0.3628	0.3217	97.33	2.137	97.22-97.47	1.535	1.41-1.61	2	2.050	2751/8005	96.61	55	NZ_CAGY01000010.1 Actinomyces sp. ph3, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCA/000/296/995/GCA_000296995.1_genomic.fna.gz	0.2509	0.2443	96.46	1.477	96.23-96.62	1.061	0.97-1.17	1	1.790	1908/8680	95.23	927	AJRA01000001.1 Streptococcus sp. GMD2S Contig_001, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCA/902/479/935/GCA_902479935.1_genomic.fna.gz	0.2307	0.1871	95.27	1.359	94.97-95.50	976	0.86-1.08	1	1.660	1022/7257	93.87	700	CABSQV010000001.1 MAG TPA_asm: uncultured Streptococcus sp. isolate MGYG-HGUT-02839 genome assembly, contig: GUT_GENOME173058_1, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCA/916/049/935/GCA_916049935.1_genomic.fna.gz	0.2245	0.1187	96.96	1.322	96.70-97.19	950	0.85-1.06	1	1.585	1118/4685	95.48	5	CAJZJI010000001.1 MAG TPA_asm: uncultured Streptococcus sp. isolate ERR2764930_bin.5_metaWRAP_v1.1_MAG genome assembly, contig: ERZ1674141.147, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/001/553/035/GCF_001553035.1_genomic.fna.gz	0.2134	0.1921	97.47	1.257	97.26-97.64	903	0.83-0.99	1	1.711	2178/7992	95.89	53	NZ_KQ959913.1 Gemella haemolysans strain DNF01167 Scaffold15, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/446/695/GCF_900446695.1_genomic.fna.gz	0.1804	0.2621	97.05	1.063	96.86-97.23	763	0.70-0.82	1	1.456	2712/12668	95.15	0	NZ_UAVP01000011.1 Capnocytophaga sputigena strain NCTC11653, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCA/000/613/925/GCA_000613925.1_genomic.fna.gz	0.1539	0.2160	98.30	907	98.14-98.47	651	0.61-0.69	1	1.611	3675/12791	96.06	0	BAJX01000055.1 Prevotella histicola JCM 15637 = DNF00424 DNA, contig: JCM15637.contig00055, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/173/915/GCF_000173915.1_genomic.fna.gz	0.1153	0.1051	95.38	679	94.87-95.84	488	0.41-0.59	1	1.436	738/8139	92.55	849	NZ_ACDZ02000015.1 Gemella haemolysans ATCC 10379 ctg1119035638544, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/013/343/115/GCF_013343115.1_genomic.fna.gz	0.1068	0.1198	97.34	629	97.05-97.67	452	0.40-0.50	1	1.278	1631/10002	94.32	102	NZ_CP054570.1 Streptococcus sanguinis strain FDAARGOS_770 chromosome, complete genome
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCA/937/891/475/GCA_937891475.1_genomic.fna.gz	0.0784	0.0645	95.51	462	94.91-95.98	332	0.27-0.42	1	1.207	508/7321	91.75	186	CALATC010000001.1 MAG TPA_asm: uncultured Granulicatella sp. isolate SRR1952502_bin.64_CONCOCT_v1.1_MAG genome assembly, contig: ERZ1033813.17318, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/018/128/245/GCF_018128245.1_genomic.fna.gz	0.0721	0.0712	96.27	425	95.68-96.79	305	0.25-0.36	1	1.212	703/8527	92.27	1	NZ_CP072378.1 Leptotrichia sp. oral taxon 221 strain F0705 chromosome, complete genome
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/187/995/GCF_900187995.1_genomic.fna.gz	0.0693	0.1202	97.43	408	97.03-97.93	293	0.25-0.34	2	3.631	1797/15454	93.29	125	NZ_FZNZ01000087.1 Prevotella jejuni strain DSM 26989, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/160/075/GCF_000160075.2_genomic.fna.gz	0.0670	0.0651	96.49	395	95.88-96.93	283	0.24-0.35	1	1.157	737/8858	92.29	16	NZ_KI535340.1 Abiotrophia defectiva ATCC 49176 Scfld0, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/003/048/675/GCF_003048675.2_genomic.fna.gz	0.0616	0.0595	95.71	363	94.99-96.40	260	0.20-0.33	1	1.133	517/8597	91.33	0	NZ_CP060707.1 Campylobacter concisus strain P1CDO2 chromosome, complete genome
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/220/255/GCF_000220255.1_genomic.fna.gz	0.0507	0.0754	96.01	298	95.36-96.55	214	0.17-0.27	1	1.141	732/13078	91.12	110	NZ_GL982513.1 Prevotella pallens ATCC 700821 SCAFFOLD1, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/003/862/485/GCF_003862485.1_genomic.fna.gz	0.0475	0.0632	95.80	279	95.00-96.44	201	0.16-0.26	1	1.116	577/11738	90.74	74	NZ_RRCM01000001.1 Lachnoanaerobaculum orale strain DSM 24553 DSM24553_1, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/239/695/GCF_000239695.1_genomic.fna.gz	0.0455	0.0477	96.17	268	95.29-96.87	192	0.15-0.25	1	1.130	508/9343	91.03	21	NZ_JH470338.1 Actinomyces graevenitzii C83 supercont1.1, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCA/900/766/245/GCA_900766245.1_genomic.fna.gz	0.0433	0.0374	95.68	255	94.63-96.55	183	0.12-0.26	1	1.070	342/7707	90.44	85	CAAFUR010000001.1 MAG TPA_asm: Veillonellaceae bacterium, isolate HGM14170, WGS project CAAFUR010000000 data, contig: SRS373047_9_k119_732, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/637/555/GCF_900637555.1_genomic.fna.gz	0.0302	0.0455	96.62	178	95.64-97.48	128	0.09-0.18	1	1.074	571/13549	90.29	3	NZ_LR134378.1 Lautropia mirabilis strain NCTC12852 chromosome 1, complete sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCA/916/439/095/GCA_916439095.1_genomic.fna.gz	0.0286	0.0342	95.06	169	93.82-96.22	121	0.08-0.18	1	1.065	246/10134	88.70	5	CAKAGU010000001.1 MAG TPA_asm: uncultured Stomatobaculum sp. isolate DRR214961_bin.33_metaWRAP_v1.1_MAG genome assembly, contig: BNJU01000551, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCA/013/333/255/GCA_013333255.2_genomic.fna.gz	0.0229	0.0206	96.08	135	94.63-98.32	97	0.05-0.15	1	1.117	223/8143	89.04	15	JABCPE020000001.1 MAG: Flavobacteriaceae bacterium isolate T-B-M_MAG_00001 c_000000000001, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/002/356/095/GCF_002356095.1_genomic.fna.gz	0.0208	0.0739	96.53	123	95.68-97.43	88	0.06-0.12	1	1.044	902/31269	89.19	1	NZ_AP015029.1 Pseudomonas putida strain KF715 chromosome 1, complete sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCA/938/030/845/GCA_938030845.1_genomic.fna.gz	0.0187	0.0198	95.14	110	93.01-96.67	79	0.04-0.17	1	1.038	158/9531	87.61	6	CALHIC010000001.1 MAG TPA_asm: uncultured Oribacterium sp. isolate ERR589432_bin.86_CONCOCT_v1.1_MAG genome assembly, contig: ERZ772956.2800, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCA/905/369/775/GCA_905369775.1_genomic.fna.gz	0.0184	0.0211	95.43	108	93.30-97.93	78	0.03-0.16	1	1.037	187/10419	87.84	5	CAJPJR010000001.1 MAG: Prevotellaceae bacterium UBA1746 isolate DRR046098-mag-bin.1 genome assembly, contig: DRR046098-mag-bin.1_4, whole genome shotgun sequence
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/003/030/305/GCF_003030305.1_genomic.fna.gz	0.0162	0.0193	96.55	96	94.67-98.50	69	0.03-0.13	1	1.029	242/10561	88.53	0	NZ_CP023676.1 Cutibacterium acnes strain ATCC 6919 chromosome, complete genome
AIMSfeas_1004801+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/215/245/GCF_900215245.1_genomic.fna.gz	0.0158	0.0489	96.06	93	94.77-97.73	67	0.04-0.10	1	1.032	526/27675	88.00	12	NZ_LT907842.1 Pseudomonas fluorescens strain ATCC 13525 chromosome I
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCF/943/912/555/GCF_943912555.1_genomic.fna.gz	9.1202	7.7332	98.27	9.948	NA-NA	HIGH	NA-NA	5	5.821	4686/8048	98.27	0	NZ_CALTUR010000001.1 MAG: uncultured Streptococcus sp. isolate WUFO5OxywB_bin.3.MAG NODE_36_length_53999_cov_11.507230, whole genome shotgun sequence
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCF/000/722/705/GCF_000722705.1_genomic.fna.gz	7.3017	6.7454	97.08	7.965	NA-NA	HIGH	NA-NA	4	4.660	3446/8646	97.08	1460	NZ_JPFW01000001.1 Streptococcus mitis strain SK642 gsmSK642.contig.0_1, whole genome shotgun sequence
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCF/900/541/895/GCF_900541895.1_genomic.fna.gz	5.7990	4.9347	97.45	6.325	NA-NA	HIGH	NA-NA	3	3.701	3482/7756	97.45	22	NZ_UWSI01000001.1 Uncultured Actinomyces sp. isolate UMGS402, whole genome shotgun sequence
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCF/016/642/265/GCF_016642265.1_genomic.fna.gz	22.6223	22.2373	96.88	24.676	NA-NA	HIGH	NA-NA	14	14.439	3418/9119	96.88	351	NZ_MRXX01000001.1 Streptococcus lactarius strain CCUG 66490 66490_contig_0000001, whole genome shotgun sequence
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCF/901/875/305/GCF_901875305.1_genomic.fna.gz	22.0513	22.8978	98.08	24.053	NA-NA	HIGH	NA-NA	14	14.075	5219/9516	98.08	1	NZ_CABFLY010000001.1 Rothia mucilaginosa isolate Rothia_mucilaginosa_BgEED27, whole genome shotgun sequence
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCF/901/875/575/GCF_901875575.1_genomic.fna.gz	2.4670	2.2644	96.72	2.691	96.59-96.86	1.575	1.43-1.66	2	2.701	2445/8547	96.04	1910	NZ_CABFMF010000001.1 Uncultured Streptococcus sp., whole genome shotgun sequence
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCF/002/959/915/GCF_002959915.1_genomic.fna.gz	2.2695	2.1469	98.35	2.476	98.23-98.44	1.449	1.37-1.55	2	2.257	3985/8644	97.53	0	NZ_PPDE01000010.1 Veillonella atypica KON strain ATCC 17744 Contig_10_len_79726, whole genome shotgun sequence
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCF/000/239/695/GCF_000239695.1_genomic.fna.gz	2.2022	2.2553	97.28	2.402	97.16-97.42	1.406	1.29-1.48	2	2.083	3032/9343	96.43	26	NZ_JH470338.1 Actinomyces graevenitzii C83 supercont1.1, whole genome shotgun sequence
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCF/002/096/845/GCF_002096845.1_genomic.fna.gz	2.1418	2.0525	97.33	2.336	97.20-97.50	1.367	1.22-1.48	2	3.120	2918/8758	96.52	2003	NZ_NCVK01000060.1 Streptococcus mitis strain OD_317805_11 s_mitis_OD_317805_11_ID_1, whole genome shotgun sequence
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCF/000/722/765/GCF_000722765.2_genomic.fna.gz	2.1242	1.9155	96.75	2.317	96.59-96.93	1.356	1.22-1.48	2	2.919	2204/8136	95.87	2343	NZ_CP028415.1 Streptococcus mitis strain SK637 chromosome, complete genome
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCF/000/187/585/GCF_000187585.1_genomic.fna.gz	2.1079	1.6050	97.74	2.299	97.64-97.89	1.345	1.23-1.42	2	2.200	2623/6993	96.89	264	NZ_GL732463.1 Streptococcus peroris ATCC 700780 SCAFFOLD1, whole genome shotgun sequence
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCA/010/604/095/GCA_010604095.1_genomic.fna.gz	14.2746	14.4046	97.80	15.571	NA-NA	HIGH	NA-NA	9	9.111	4656/9276	97.80	134	JAABLG010000001.1 Streptococcus vestibularis strain AS012761 AS012761_1, whole genome shotgun sequence
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCF/000/564/995/GCF_000564995.1_genomic.fna.gz	1.1588	0.8378	96.61	1.264	96.28-96.91	740	0.64-0.82	1	1.452	1196/6564	94.66	25	NZ_JDFH01000001.1 Atopobium sp. ICM42b ctg7180000004937, whole genome shotgun sequence
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCF/001/553/035/GCF_001553035.1_genomic.fna.gz	0.9469	0.8321	95.08	1.033	94.71-95.48	604	0.52-0.70	1	1.406	771/7992	92.73	62	NZ_KQ959913.1 Gemella haemolysans strain DNF01167 Scaffold15, whole genome shotgun sequence
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCA/916/710/115/GCA_916710115.1_genomic.fna.gz	0.8941	0.5768	98.16	975	97.91-98.44	571	0.51-0.63	1	1.327	1508/6055	95.61	0	CAKAOY010000001.1 MAG TPA_asm: uncultured Bergeyella sp. isolate SRR15235668_bin.9_metaWRAP_v1.1_MAG genome assembly, contig: NODE_76_length_49381_cov_5.666038, whole genome shotgun sequence
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCF/000/411/415/GCF_000411415.1_genomic.fna.gz	0.7394	0.8344	97.54	807	97.28-97.84	472	0.42-0.52	1	1.318	1833/10350	94.57	4	NZ_KE150450.1 Actinomyces sp. HPA0247 acAqT-supercont1.1, whole genome shotgun sequence
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCA/000/613/925/GCA_000613925.1_genomic.fna.gz	0.6835	0.9361	97.71	746	97.49-97.96	436	0.40-0.48	1	1.287	2245/12791	94.54	2	BAJX01000055.1 Prevotella histicola JCM 15637 = DNF00424 DNA, contig: JCM15637.contig00055, whole genome shotgun sequence
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCA/019/425/105/GCA_019425105.1_genomic.fna.gz	0.4566	0.4726	95.50	498	94.87-95.94	291	0.25-0.35	1	1.180	589/9516	91.42	538	JAHYYD010000001.1 MAG: Actinobacteria bacterium isolate HRGM_Genome_0302 HRGM_Genome_0302_1, whole genome shotgun sequence
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCF/002/356/095/GCF_002356095.1_genomic.fna.gz	0.3819	1.3243	95.53	417	95.09-95.93	244	0.21-0.29	1	1.120	1675/31269	90.99	0	NZ_AP015029.1 Pseudomonas putida strain KF715 chromosome 1, complete sequence
AIMSfeas_1004876+74595_METAG	gtdb_genomes_reps_r220/database/GCF/900/215/245/GCF_900215245.1_genomic.fna.gz	0.2572	0.7776	95.25	281	94.63-95.73	164	0.14-0.20	1	1.097	946/27675	89.68	21	NZ_LT907842.1 Pseudomonas fluorescens strain ATCC 13525 chromosome I
AIMSfeas_1005167+73329_METAG	gtdb_genomes_reps_r220/database/GCF/001/808/705/GCF_001808705.1_genomic.fna.gz	6.5610	4.2952	95.02	14.651	NA-NA	HIGH	NA-NA	10	10.634	1849/9017	95.02	1235	NZ_KV794218.1 Streptococcus sp. HMSC074B11 Scaffold5, whole genome shotgun sequence
AIMSfeas_1005167+73329_METAG	gtdb_genomes_reps_r220/database/GCF/000/173/915/GCF_000173915.1_genomic.fna.gz	3.9665	2.3355	98.09	8.857	NA-NA	HIGH	NA-NA	5	6.429	4481/8139	98.09	13	NZ_ACDZ02000015.1 Gemella haemolysans ATCC 10379 ctg1119035638544, whole genome shotgun sequence
AIMSfeas_1005167+73329_METAG	gtdb_genomes_reps_r220/database/GCF/000/722/765/GCF_000722765.2_genomic.fna.gz	26.5291	15.8319	98.41	59.240	NA-NA	HIGH	NA-NA	43	52.468	4954/8136	98.41	0	NZ_CP028415.1 Streptococcus mitis strain SK637 chromosome, complete genome
AIMSfeas_1005167+73329_METAG	gtdb_genomes_reps_r220/database/GCF/016/642/265/GCF_016642265.1_genomic.fna.gz	22.2104	14.4489	96.89	49.596	NA-NA	HIGH	NA-NA	36	36.272	3425/9119	96.89	387	NZ_MRXX01000001.1 Streptococcus lactarius strain CCUG 66490 66490_contig_0000001, whole genome shotgun sequence
AIMSfeas_1005167+73329_METAG	gtdb_genomes_reps_r220/database/GCF/009/738/225/GCF_009738225.1_genomic.fna.gz	2.6776	2.0100	97.19	5.979	NA-NA	HIGH	NA-NA	4	4.340	4218/10219	97.19	154	NZ_CP018187.1 Streptococcus salivarius strain ICDC2 chromosome, complete genome
AIMSfeas_1005167+73329_METAG	gtdb_genomes_reps_r220/database/GCF/000/257/905/GCF_000257905.1_genomic.fna.gz	2.4358	1.4816	97.16	5.439	NA-NA	HIGH	NA-NA	7	3.948	3468/8469	97.16	1263	NZ_AJJL01000001.1 Streptococcus mitis SK579 contig00033, whole genome shotgun sequence
AIMSfeas_1005167+73329_METAG	gtdb_genomes_reps_r220/database/GCF/001/808/955/GCF_001808955.1_genomic.fna.gz	14.1900	10.0828	97.11	31.687	NA-NA	HIGH	NA-NA	23	23.249	4032/10004	97.11	16	NZ_KV795235.1 Rothia sp. HMSC078H08 Scaffold0, whole genome shotgun sequence
AIMSfeas_1005167+73329_METAG	gtdb_genomes_reps_r220/database/GCF/000/187/585/GCF_000187585.1_genomic.fna.gz	11.7222	5.9070	97.92	26.176	NA-NA	HIGH	NA-NA	19	18.471	3645/6993	97.92	219	NZ_GL732463.1 Streptococcus peroris ATCC 700780 SCAFFOLD1, whole genome shotgun sequence
AIMSfeas_1005167+73329_METAG	gtdb_genomes_reps_r220/database/GCA/958/349/165/GCA_958349165.1_genomic.fna.gz	1.8093	1.1609	97.52	4.040	NA-NA	HIGH	NA-NA	3	2.933	4111/8956	97.52	425	CATWCG010000001.1 MAG TPA_asm: uncultured Actinomyces sp. isolate ERR10960912_bin.4_MetaWRAP_v1.3_MAG genome assembly, contig: ERZ18534468.206, whole genome shotgun sequence
AIMSfeas_1005167+73329_METAG	gtdb_genomes_reps_r220/database/GCF/023/472/875/GCF_023472875.1_genomic.fna.gz	1.0463	0.7284	97.97	2.336	97.87-98.06	1.696	1.61-1.81	2	2.205	4248/9718	97.37	24	NZ_JAMDHR010000010.1 Neisseria perflava strain CCUG 17915 NODE_10_length_59262_cov_272.811946, whole genome shotgun sequence
AIMSfeas_1005167+73329_METAG	gtdb_genomes_reps_r220/database/GCA/916/049/935/GCA_916049935.1_genomic.fna.gz	0.9329	0.3186	98.24	2.083	98.06-98.33	1.512	1.40-1.66	2	2.313	2129/4685	97.49	0	CAJZJI010000001.1 MAG TPA_asm: uncultured Streptococcus sp. isolate ERR2764930_bin.5_metaWRAP_v1.1_MAG genome assembly, contig: ERZ1674141.147, whole genome shotgun sequence
AIMSfeas_1005167+73329_METAG	gtdb_genomes_reps_r220/database/GCF/002/959/915/GCF_002959915.1_genomic.fna.gz	0.7648	0.4788	97.67	1.708	97.56-97.83	1.240	1.16-1.30	2	1.895	2996/8644	96.64	324	NZ_PPDE01000010.1 Veillonella atypica KON strain ATCC 17744 Contig_10_len_79726, whole genome shotgun sequence
AIMSfeas_1005167+73329_METAG	gtdb_genomes_reps_r220/database/GCA/018/369/675/GCA_018369675.1_genomic.fna.gz	0.7284	0.4209	99.57	1.627	99.48-99.65	1.181	1.13-1.25	2	1.814	5003/8156	98.44	0	JAGZBU010000009.1 MAG: Haemophilus parainfluenzae isolate L3_106_038G1_dasL3_106_038G1_metabat.metabat.5 L3_106_038G1_scaffold_100, whole genome shotgun sequence
AIMSfeas_1005167+73329_METAG	gtdb_genomes_reps_r220/database/GCA/916/438/765/GCA_916438765.1_genomic.fna.gz	0.6865	0.3671	96.79	1.533	96.55-97.01	1.113	0.98-1.24	2	2.120	1784/7219	95.59	1132	CAKAHB010000001.1 MAG TPA_asm: uncultured Granulicatella sp. isolate DRR214961_bin.31_metaWRAP_v1.1_MAG genome assembly, contig: BNJU01000113, whole genome shotgun sequence
AIMSfeas_1005167+73329_METAG	gtdb_genomes_reps_r220/database/GCF/000/411/415/GCF_000411415.1_genomic.fna.gz	0.6484	0.4842	98.07	1.448	97.95-98.22	1.051	0.97-1.11	1	1.901	3724/10350	96.76	1	NZ_KE150450.1 Actinomyces sp. HPA0247 acAqT-supercont1.1, whole genome shotgun sequence
AIMSfeas_1005167+73329_METAG	gtdb_genomes_reps_r220/database/GCF/013/393/365/GCF_013393365.1_genomic.fna.gz	0.6361	0.4100	97.95	1.420	97.83-98.10	1.031	0.95-1.09	1	1.767	3121/9087	96.61	73	NZ_AP022321.1 Veillonella nakazawae strain T1-7 chromosome, complete genome
AIMSfeas_1005167+73329_METAG	gtdb_genomes_reps_r220/database/GCA/902/479/935/GCA_902479935.1_genomic.fna.gz	0.6323	0.3313	95.02	1.412	94.73-95.26	1.025	0.90-1.16	2	1.957	976/7257	93.73	1874	CABSQV010000001.1 MAG TPA_asm: uncultured Streptococcus sp. isolate MGYG-HGUT-02839 genome assembly, contig: GUT_GENOME173058_1, whole genome shotgun sequence
AIMSfeas_1005167+73329_METAG	gtdb_genomes_reps_r220/database/GCA/018/372/995/GCA_018372995.1_genomic.fna.gz	0.4161	0.2628	96.88	929	96.59-97.11	674	0.60-0.73	1	1.446	1644/8819	94.73	225	JAHAHX010000023.1 MAG: Haemophilus haemolyticus isolate L3_098_047G1_dasL3_098_047G1_concoct_31 L3_098_047G1_scaffold_1020, whole genome shotgun sequence
